Date,Year,Quarter,Month,Company,Industry,Region,Revenue,COGS,Operating Expenses,Gross Profit,Tax,Net Profit,Current Assets,Fixed Assets,Total Assets,Current Liabilities,Long-term Debt,Total Liabilities,Equity,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Net Cash Flow
02-04-2024,2024,Q2,April,Zenith Inc,Healthcare,West,881021,434693,154249,446328,58415,233664,125786,807459,933245,148794,269544,418338,514907,232649,-28256,-1270,203123
24-02-2025,2025,Q1,February,Nova Ltd,Retail,North,297701,125095,34601,172606,27601,110404,279223,527770,806993,196481,106016,302497,504496,113236,-26548,30085,116773
09-03-2025,2025,Q1,March,Vertex Ltd,Healthcare,North,543877,321249,63992,222628,31727,126909,242471,375088,617559,241583,262117,503700,113859,118439,-98213,32909,53135
08-03-2025,2025,Q1,March,Nova Ltd,Finance,North,612366,383772,67884,228594,32142,128568,165754,679069,844823,230215,209762,439977,404846,112187,-70112,42155,84230
17-01-2024,2024,Q1,January,Nova Ltd,Retail,West,905324,444788,128203,460536,66466,265867,318478,492938,811416,79512,104539,184051,627365,282464,-12979,8842,278327
20-03-2025,2025,Q1,March,Prime Pvt,IT,North,495470,259898,72398,235572,32634,130540,106594,627870,734464,136384,72755,209139,525325,134313,-89946,38454,82821
06-07-2024,2024,Q3,July,Alpha Corp,Finance,South,196330,123224,30082,73106,8604,34420,130028,341685,471713,199718,283593,483311,-11598,35008,-30488,32547,37067
09-03-2025,2025,Q1,March,Zenith Inc,IT,North,181692,96819,20054,84873,12963,51856,369226,467543,836769,121476,110064,231540,605229,60316,-35683,57579,82212
03-02-2024,2024,Q1,February,Prime Pvt,Healthcare,East,714622,494598,127957,220024,18413,73654,427224,506837,934061,128149,127694,255843,678218,90180,-99864,8381,-1303
10-05-2024,2024,Q2,May,Vertex Ltd,Retail,East,161883,97288,20906,64595,8737,34952,271304,438768,710072,168018,249369,417387,292685,27787,-31226,39269,35830
03-03-2024,2024,Q1,March,Nova Ltd,Healthcare,South,890660,609983,89970,280677,38141,152566,296479,838324,1134803,105291,52444,157735,977068,157550,-80570,36097,113077
03-06-2025,2025,Q2,June,Prime Pvt,Finance,South,204633,91033,35238,113600,15672,62690,237097,563608,800705,189326,223083,412409,388296,77272,-36355,7351,48268
09-03-2025,2025,Q1,March,Nova Ltd,Finance,West,228036,156005,23269,72031,9752,39010,138555,356788,495343,164186,196335,360521,134822,48168,-26656,43968,65480
30-06-2024,2024,Q2,June,Vertex Ltd,Healthcare,West,696868,438235,99768,258633,31773,127092,314490,698602,1013092,84908,161732,246640,766452,116680,-57362,33612,92930
22-01-2025,2025,Q1,January,Nova Ltd,Healthcare,North,765956,449309,82192,316647,46891,187564,443425,589355,1032780,223732,202375,426107,606673,185550,-40778,-7614,137158
09-03-2024,2024,Q1,March,Alpha Corp,Healthcare,West,618747,288905,79411,329842,50086,200345,146159,764773,910932,157189,160182,317371,593561,185013,-36836,77722,225899
26-01-2024,2024,Q1,January,Nova Ltd,Healthcare,North,442629,309778,71065,132851,12357,49429,148838,285399,434237,244416,106757,351173,83064,40968,-81376,42839,2431
11-09-2024,2024,Q3,September,Zenith Inc,Retail,North,944316,486540,104402,457776,70674,282700,220132,584247,804379,121915,139669,261584,542795,285721,-42395,67987,311313
08-01-2024,2024,Q1,January,Alpha Corp,Finance,North,122981,84513,17374,38468,4218,16876,384994,332539,717533,123287,257451,380738,336795,15255,-94429,76015,-3159
19-09-2024,2024,Q3,September,Alpha Corp,Retail,South,323754,170027,33519,153727,24041,96167,200869,752025,952894,236315,228817,465132,487762,98654,-77034,60639,82259
07-09-2024,2024,Q3,September,Zenith Inc,Retail,East,875616,588572,150505,287044,27307,109232,398860,879677,1278537,219353,145397,364750,913787,96269,-35479,-18891,41899
14-12-2024,2024,Q4,December,Nova Ltd,Finance,South,291008,175397,39687,115611,15184,60740,283212,773430,1056642,248865,296205,545070,511572,56016,-52875,69953,73094
08-12-2025,2025,Q4,December,Vertex Ltd,Healthcare,East,717988,463487,125751,254501,25750,103000,354919,887872,1242791,190721,274583,465304,777487,114092,-74763,13533,52862
23-06-2025,2025,Q2,June,Alpha Corp,Retail,West,696496,297351,95079,399145,60813,243253,483575,341082,824657,209917,201231,411148,413509,228211,-61480,-25853,140878
04-03-2025,2025,Q1,March,Prime Pvt,Healthcare,West,978459,663203,136316,315256,35788,143152,188278,780834,969112,135528,61366,196894,772218,162574,-29259,-6021,127294
15-05-2025,2025,Q2,May,Zenith Inc,Healthcare,South,702045,402166,94400,299879,41095,164384,172560,714506,887066,73472,94361,167833,719233,163584,-13336,10225,160473
16-01-2024,2024,Q1,January,Nova Ltd,Retail,South,986120,517376,101742,468744,73400,293602,177729,463558,641287,79115,152251,231366,409921,301666,-80941,58356,279081
07-10-2024,2024,Q4,October,Alpha Corp,Finance,North,757485,352278,146718,405207,51697,206792,216143,677410,893553,233692,299515,533207,360346,193198,-64575,38396,167019
01-06-2025,2025,Q2,June,Nova Ltd,Finance,West,927936,649486,177095,278450,20271,81084,118424,881219,999643,75201,75594,150795,848848,70095,-72722,-32125,-34752
09-03-2025,2025,Q1,March,Zenith Inc,Healthcare,South,843113,464615,159442,378498,43811,175245,422933,302462,725395,64584,248812,313396,411999,176165,-24852,19627,170940
03-01-2025,2025,Q1,January,Alpha Corp,Healthcare,East,437255,217567,56714,219688,32594,130380,224280,754748,979028,193311,286352,479663,499365,135839,-13478,-40997,81364
26-03-2025,2025,Q1,March,Prime Pvt,Finance,West,689415,374917,75148,314498,47870,191480,109615,256407,366022,73181,148688,221869,144153,175410,-90333,-8408,76669
19-03-2024,2024,Q1,March,Zenith Inc,Retail,South,172749,88695,23568,84054,12097,48389,497731,549389,1047120,122366,245175,367541,679579,66528,-82952,18657,2233
22-12-2024,2024,Q4,December,Nova Ltd,Retail,West,731410,370550,137854,360860,44601,178405,445659,551182,996841,154085,268069,422154,574687,178901,-90320,34290,122871
27-12-2025,2025,Q4,December,Nova Ltd,Healthcare,North,910891,532385,161669,378506,43367,173470,203064,421993,625057,77476,115933,193409,431648,159709,-73334,36247,122622
28-09-2025,2025,Q3,September,Vertex Ltd,Finance,West,158478,108193,20005,50285,6056,24224,453675,785535,1239210,204544,70754,275298,963912,29900,-18593,-43475,-32168
26-12-2025,2025,Q4,December,Nova Ltd,IT,South,844978,433012,131423,411966,56108,224435,413198,721517,1134715,181738,161621,343359,791356,215336,-28919,24517,210934
20-05-2025,2025,Q2,May,Zenith Inc,Healthcare,North,398182,278068,78799,120114,8263,33052,461127,573508,1034635,217671,141379,359050,675585,44993,-70689,17218,-8478
05-03-2025,2025,Q1,March,Prime Pvt,IT,East,879140,607375,113719,271765,31609,126437,468194,245857,714051,177852,226767,404619,309432,129031,-87853,59206,100384
01-09-2024,2024,Q3,September,Zenith Inc,Finance,East,898459,451387,92331,447072,70948,283793,235575,597075,832650,217530,80762,298292,534358,283244,-40508,76871,319607
30-06-2024,2024,Q2,June,Alpha Corp,Finance,North,763057,367406,97534,395651,59623,238494,110678,771199,881877,156303,295429,451732,430145,224701,-77346,48888,196243
09-10-2024,2024,Q4,October,Alpha Corp,Healthcare,West,685695,430677,114987,255018,28006,112025,408118,273720,681838,208514,205018,413532,268306,128069,-69281,-48431,10357
25-05-2024,2024,Q2,May,Vertex Ltd,Retail,North,225435,151080,40901,74355,6690,26764,210507,523647,734154,132266,148741,281007,453147,20150,-85532,66050,668
22-09-2025,2025,Q3,September,Zenith Inc,Retail,West,677520,358701,69257,318819,49912,199650,258709,487489,746198,202276,194106,396382,349816,181695,-84254,17021,114462
02-12-2025,2025,Q4,December,Alpha Corp,IT,South,546865,266991,105099,279874,34955,139820,432730,214621,647351,151659,204649,356308,291043,127424,-29578,27863,125709
28-08-2024,2024,Q3,August,Vertex Ltd,Retail,North,279473,122346,43602,157127,22705,90820,471187,709754,1180941,196092,207185,403277,777664,72975,-98646,9445,-16226
10-07-2025,2025,Q3,July,Prime Pvt,IT,West,975226,396212,145097,579014,86783,347134,365892,443830,809722,178145,65092,243237,566485,333654,-39825,49675,343504
04-09-2025,2025,Q3,September,Alpha Corp,Finance,North,841903,499535,103534,342368,47766,191068,365185,502980,868165,64327,115580,179907,688258,188716,-78807,35135,145044
28-05-2024,2024,Q2,May,Alpha Corp,Finance,North,369903,199612,73900,170291,19278,77113,162423,627748,790171,84860,280132,364992,425179,68139,-73375,-31343,-36579
12-05-2024,2024,Q2,May,Alpha Corp,IT,East,541084,219764,99386,321320,44386,177548,376615,283253,659868,194406,50816,245222,414646,185537,-61373,79586,203750
02-10-2024,2024,Q4,October,Vertex Ltd,Retail,South,654597,421618,72060,232979,32183,128736,253906,318208,572114,216923,162302,379225,192889,145169,-74727,-36800,33642
01-08-2024,2024,Q3,August,Alpha Corp,IT,North,172231,92697,17349,79534,12437,49748,355103,679773,1034876,231525,248557,480082,554794,45115,-10073,-37846,-2804
22-08-2025,2025,Q3,August,Alpha Corp,Retail,West,586171,374208,64738,211963,29445,117780,436429,508370,944799,148035,182362,330397,614402,109770,-22868,29414,116316
11-11-2025,2025,Q4,November,Zenith Inc,Finance,North,363164,166209,67249,196955,25941,103765,334913,441488,776401,150407,148461,298868,477533,101435,-69990,-995,30450
03-01-2025,2025,Q1,January,Zenith Inc,IT,South,802467,417734,107648,384733,55417,221668,467995,538981,1006976,215624,110618,326242,680734,237770,-44432,42940,236278
25-09-2025,2025,Q3,September,Nova Ltd,Healthcare,South,117808,81889,17854,35919,3613,14452,190690,300659,491349,59725,229789,289514,201835,-4575,-24485,38413,9353
26-07-2024,2024,Q3,July,Prime Pvt,Finance,East,611847,317168,122073,294679,34521,138085,345800,838326,1184126,134881,238696,373577,810549,129394,-83403,58316,104307
28-09-2024,2024,Q3,September,Alpha Corp,IT,East,317885,139238,42519,178647,27225,108903,121683,645460,767143,200401,251057,451458,315685,97195,-71530,2633,28298
27-05-2024,2024,Q2,May,Vertex Ltd,Retail,South,553564,249888,64255,303676,47884,191537,173526,295051,468577,111401,289976,401377,67200,174719,-14944,77235,237010
09-11-2025,2025,Q4,November,Nova Ltd,Finance,South,772348,494807,105258,277541,34456,137827,408404,517925,926329,196959,129641,326600,599729,149787,-70924,17612,96475
22-08-2024,2024,Q3,August,Alpha Corp,Healthcare,South,433614,303506,79550,130108,10111,40447,268668,671921,940589,59014,229665,288679,651910,44959,-94974,-32423,-82438
04-04-2024,2024,Q2,April,Zenith Inc,Finance,North,656650,353728,68240,302922,46936,187746,358013,750236,1108249,122015,244624,366639,741610,174189,-92767,-11613,69809
22-11-2025,2025,Q4,November,Prime Pvt,IT,East,996156,563893,176049,432263,51242,204972,107515,472670,580185,92679,260611,353290,226895,188340,-11823,-37527,138990
16-11-2025,2025,Q4,November,Nova Ltd,Finance,South,171188,97285,17393,73903,11302,45208,219627,354338,573965,182699,287720,470419,103546,60606,-36852,-32522,-8768
02-02-2025,2025,Q1,February,Nova Ltd,Retail,South,973593,477114,109773,496479,77341,309365,391366,599537,990903,128924,152221,281145,709758,326824,-40263,10316,296877
19-10-2024,2024,Q4,October,Alpha Corp,Finance,West,157009,82939,25717,74070,9670,38683,460387,593460,1053847,201657,234687,436344,617503,38422,-89584,71145,19983
27-05-2025,2025,Q2,May,Nova Ltd,IT,West,787707,360288,124467,427419,60590,242362,348183,316206,664389,206454,212507,418961,245428,249894,-10887,54888,293895
16-04-2025,2025,Q2,April,Nova Ltd,Finance,East,730888,339228,129117,391660,52508,210035,237808,638130,875938,153526,215032,368558,507380,192684,-81269,-24231,87184
05-01-2025,2025,Q1,January,Alpha Corp,IT,West,197675,131151,24687,66524,8367,33470,120818,793355,914173,156945,83327,240272,673901,29807,-95322,1054,-64461
24-02-2025,2025,Q1,February,Nova Ltd,IT,North,575562,293924,88209,281638,38685,154744,213859,302358,516217,59582,121670,181252,334965,141767,-40380,-2563,98824
27-07-2025,2025,Q3,July,Prime Pvt,Healthcare,North,346581,195750,63506,150831,17465,69860,141076,292684,433760,242011,153367,395378,38382,76636,-41425,59851,95062
11-01-2024,2024,Q1,January,Alpha Corp,IT,North,637168,258345,116656,378823,52433,209734,135737,538209,673946,235143,155133,390276,283670,199007,-26896,48144,220255
24-07-2024,2024,Q3,July,Prime Pvt,IT,East,848808,352448,120433,496360,75185,300742,211677,785660,997337,234057,127486,361543,635794,310437,-85360,51823,276900
29-05-2024,2024,Q2,May,Zenith Inc,Finance,East,543708,344423,64368,199285,26983,107934,470725,537509,1008234,165765,175834,341599,666635,109021,-93280,3007,18748
29-01-2025,2025,Q1,January,Vertex Ltd,Retail,South,229910,151940,42856,77970,7022,28092,407814,584351,992165,219208,169875,389083,603082,25349,-52029,-38535,-65215
02-03-2024,2024,Q1,March,Prime Pvt,Healthcare,East,365390,246887,71873,118503,9326,37304,188354,280631,468985,167014,50716,217730,251255,51335,-73058,-25782,-47505
02-02-2024,2024,Q1,February,Prime Pvt,Retail,North,983159,551076,114854,432083,63445,253784,414588,484871,899459,249551,240462,490013,409446,256043,-29109,-46019,180915
20-10-2024,2024,Q4,October,Prime Pvt,Healthcare,West,748162,436988,103095,311174,41615,166464,405866,214216,620082,239996,268603,508599,111483,162808,-54209,45268,153867
02-05-2025,2025,Q2,May,Vertex Ltd,Finance,North,956203,580156,158761,376047,43457,173829,299192,687746,986938,89951,224336,314287,672651,154646,-17792,11143,147997
20-11-2024,2024,Q4,November,Nova Ltd,Retail,North,253085,175419,50103,77666,5512,22051,267653,269687,537340,178622,53630,232252,305088,26635,-53056,56358,29937
20-11-2024,2024,Q4,November,Alpha Corp,Healthcare,West,651830,333607,67202,318223,50204,200817,483359,694665,1178024,136695,134133,270828,907196,209742,-30939,79018,257821
18-05-2024,2024,Q2,May,Prime Pvt,Healthcare,North,442374,177094,44606,265280,44134,176540,265836,837748,1103584,158198,125606,283804,819780,182450,-71653,5702,116499
27-11-2024,2024,Q4,November,Zenith Inc,Finance,West,893673,577765,172505,315908,28680,114723,139579,893216,1032795,107855,217611,325466,707329,126741,-30848,54,95947
05-03-2025,2025,Q1,March,Prime Pvt,Healthcare,North,155660,79467,22196,76193,10799,43198,331847,533435,865282,140607,278415,419022,446260,60091,-74026,40992,27057
23-03-2024,2024,Q1,March,Alpha Corp,IT,South,110437,46827,19856,63610,8750,35004,177388,499778,677166,63509,162079,225588,451578,22296,-40680,-32530,-50914
24-09-2024,2024,Q3,September,Zenith Inc,IT,South,543063,321827,105165,221236,23214,92857,316826,261671,578497,237961,172967,410928,167569,111298,-77825,-14840,18633
30-12-2024,2024,Q4,December,Vertex Ltd,Retail,South,710134,401385,87668,308749,44216,176865,391583,676049,1067632,230496,114732,345228,722404,196511,-36276,44253,204488
23-06-2025,2025,Q2,June,Prime Pvt,Healthcare,East,761487,317233,86678,444254,71515,286061,456656,542018,998674,179270,204142,383412,615262,299907,-93167,47800,254540
13-06-2025,2025,Q2,June,Prime Pvt,Retail,West,629428,426777,111227,202651,18284,73140,289203,422417,711620,194501,85224,279725,431895,71650,-72215,12235,11670
10-08-2024,2024,Q3,August,Nova Ltd,Finance,East,409418,180215,66369,229203,32566,130268,126731,833414,960145,190737,53415,244152,715993,110586,-92016,1432,20002
15-02-2024,2024,Q1,February,Nova Ltd,Healthcare,East,784861,400457,143667,384404,48147,192590,324046,758348,1082394,138688,291880,430568,651826,180057,-59088,47181,168150
25-12-2024,2024,Q4,December,Vertex Ltd,Finance,East,818957,550274,151762,268683,23384,93537,412229,347181,759410,90271,110115,200386,559024,113416,-75174,68750,106992
07-11-2025,2025,Q4,November,Vertex Ltd,Retail,North,606335,392497,116267,213838,19514,78057,332539,258537,591076,63450,214097,277547,313529,62186,-45618,16956,33524
11-02-2025,2025,Q1,February,Vertex Ltd,Retail,East,548474,326833,101529,221641,24022,96090,352013,801905,1153918,168726,131007,299733,854185,91060,-13175,20857,98742
23-07-2024,2024,Q3,July,Alpha Corp,Finance,East,915703,507453,107193,408250,60211,240846,281083,478785,759868,136013,285704,421717,338151,248977,-94431,30414,184960
08-07-2024,2024,Q3,July,Zenith Inc,Finance,West,430905,239940,44793,190965,29234,116938,482392,398942,881334,211639,249266,460905,420429,97434,-93179,-45877,-41622
09-08-2024,2024,Q3,August,Zenith Inc,Finance,West,827704,343503,160186,484201,64803,259212,208550,530850,739400,104966,66321,171287,568113,266227,-23152,38524,281599
03-12-2025,2025,Q4,December,Prime Pvt,Healthcare,North,842224,362319,105246,479905,74931,299728,145877,576119,721996,91419,157709,249128,472868,285716,-44125,15123,256714
15-07-2025,2025,Q3,July,Zenith Inc,Healthcare,East,667039,282308,75079,384731,61930,247722,446429,232309,678738,232414,268718,501132,177606,258057,-24199,53887,287745
12-05-2024,2024,Q2,May,Prime Pvt,Retail,South,422188,169020,78713,253168,34891,139564,104086,366977,471063,104710,166741,271451,199612,132192,-75733,-31446,25013
19-02-2024,2024,Q1,February,Vertex Ltd,Retail,South,542083,363589,104857,178494,14727,58910,317789,314873,632662,154821,60114,214935,417727,39346,-15053,69582,93875
15-02-2024,2024,Q1,February,Prime Pvt,Finance,South,337444,162150,55172,175294,24024,96098,451545,257503,709048,107336,95883,203219,505829,113391,-20419,28007,120979
29-11-2025,2025,Q4,November,Alpha Corp,Finance,West,900027,563391,148427,336636,37641,150568,427935,650980,1078915,249342,208900,458242,620673,157406,-87253,5386,75539
10-11-2024,2024,Q4,November,Nova Ltd,Finance,South,376371,245080,60473,131291,14163,56655,113506,236712,350218,192673,89188,281861,68357,65074,-34840,-48653,-18419
30-10-2025,2025,Q4,October,Vertex Ltd,Healthcare,South,726471,366393,80072,360078,56001,224005,159679,787346,947025,221195,59678,280873,666152,218912,-32341,33981,220552
09-05-2024,2024,Q2,May,Zenith Inc,Healthcare,West,441681,245890,72650,195791,24628,98513,367581,432041,799622,175750,221031,396781,402841,107918,-52944,-12010,42964
08-02-2024,2024,Q1,February,Vertex Ltd,Healthcare,West,161005,89320,18586,71685,10619,42480,415194,520099,935293,197632,157403,355035,580258,24911,-40975,20405,4341
17-06-2025,2025,Q2,June,Nova Ltd,Retail,West,174007,109957,17626,64050,9284,37140,290205,591345,881550,128001,67433,195434,686116,56530,-86222,-42695,-72387
22-11-2024,2024,Q4,November,Nova Ltd,IT,East,377326,233198,42372,144128,20351,81405,243372,592139,835511,206813,53366,260179,575332,78903,-84176,68268,62995
